+-------+-----+-----+-----+-----+-----+--------+-----------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+------------+-------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                      URI                      |  MIN   |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)  | AVG(BODY) |
|    10 |   0 |   0 |   0 |  10 |   0 | GET    | /api/player/competition/9fa543ab/ranking      |  1.940 |  1.988 |  19.608 |  1.961 |  1.988 |  1.988 |  1.988 |  0.015 |     0.000 |      0.000 |       0.000 |     0.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52409/score     |  1.808 |  2.120 |   5.860 |  1.953 |  2.120 |  2.120 |  2.120 |  0.128 |    54.000 |     54.000 |     162.000 |    54.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | GET    | /api/player/competition/59cb9aad2/ranking     |  1.940 |  1.940 |   1.940 |  1.940 |  1.940 |  1.940 |  1.940 |  0.000 |     0.000 |      0.000 |       0.000 |     0.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b83                   |  0.004 |  5.572 |   5.696 |  1.899 |  5.572 |  5.572 |  5.572 |  2.598 |   449.000 |    760.000 |    1875.000 |   625.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52c72/score     |  1.612 |  1.980 |   3.592 |  1.796 |  1.980 |  1.980 |  1.980 |  0.184 |    53.000 |     53.000 |     106.000 |    53.000 |
|     4 |   0 |   4 |   0 |   0 |   0 | GET    | /api/player/player/9fa52856                   |  0.008 |  6.876 |   7.120 |  1.780 |  6.876 |  6.876 |  6.876 |  2.943 |   534.000 |    745.000 |    2463.000 |   615.750 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa5392b                   |  1.760 |  1.760 |   1.760 |  1.760 |  1.760 |  1.760 |  1.760 |  0.000 |   286.000 |    286.000 |     286.000 |   286.000 |
|    30 |   0 |  30 |   0 |   0 |   0 | GET    | /api/player/competition/9fa528b1/ranking      |  0.012 |  4.712 |  51.428 |  1.714 |  4.676 |  4.712 |  4.712 |  2.215 | 13687.000 |  14397.000 |  430941.000 | 14364.700 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53d25/score     |  1.556 |  1.556 |   1.556 |  1.556 |  1.556 |  1.556 |  1.556 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/2a694bcae                  |  1.532 |  1.532 |   1.532 |  1.532 |  1.532 |  1.532 |  1.532 |  0.000 |  1151.000 |   1151.000 |    1151.000 |  1151.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5407d/score     |  1.480 |  1.480 |   1.480 |  1.480 |  1.480 |  1.480 |  1.480 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/381698c96                  |  1.472 |  1.472 |   1.472 |  1.472 |  1.472 |  1.472 |  1.472 |  0.000 |  1246.000 |   1246.000 |    1246.000 |  1246.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/1ea46dd71                  |  1.448 |  1.448 |   1.448 |  1.448 |  1.448 |  1.448 |  1.448 |  0.000 |  1357.000 |   1357.000 |    1357.000 |  1357.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52fb9                   |  1.392 |  1.392 |   1.392 |  1.392 |  1.392 |  1.392 |  1.392 |  0.000 |   375.000 |    375.000 |     375.000 |   375.000 |
|     5 |   0 |   5 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b49                   |  0.008 |  6.872 |   6.896 |  1.379 |  6.872 |  6.872 |  6.872 |  2.746 |   265.000 |    666.000 |    2180.000 |   436.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa53031                   |  1.360 |  1.360 |   1.360 |  1.360 |  1.360 |  1.360 |  1.360 |  0.000 |   375.000 |    375.000 |     375.000 |   375.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/15e16cdb1                  |  1.352 |  1.352 |   1.352 |  1.352 |  1.352 |  1.352 |  1.352 |  0.000 |  1269.000 |   1269.000 |    1269.000 |  1269.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53e78/score     |  1.236 |  1.324 |   2.560 |  1.280 |  1.324 |  1.324 |  1.324 |  0.044 |    53.000 |     53.000 |     106.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5360a/score     |  1.272 |  1.272 |   1.272 |  1.272 |  1.272 |  1.272 |  1.272 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa5376b                   |  1.272 |  1.272 |   1.272 |  1.272 |  1.272 |  1.272 |  1.272 |  0.000 |   270.000 |    270.000 |     270.000 |   270.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53ccb/score     |  1.260 |  1.260 |   1.260 |  1.260 |  1.260 |  1.260 |  1.260 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa53800                   |  0.824 |  1.696 |   2.520 |  1.260 |  1.696 |  1.696 |  1.696 |  0.436 |   270.000 |    270.000 |     540.000 |   270.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52ef9                   |  1.260 |  1.260 |   1.260 |  1.260 |  1.260 |  1.260 |  1.260 |  0.000 |   375.000 |    375.000 |     375.000 |   375.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/4cf5f2c06                  |  1.252 |  1.252 |   1.252 |  1.252 |  1.252 |  1.252 |  1.252 |  0.000 |  1176.000 |   1176.000 |    1176.000 |  1176.000 |
|    25 |   0 |  25 |   0 |   0 |   0 | GET    | /api/player/competition/9fa5368e/ranking      |  0.016 |  3.064 |  30.672 |  1.227 |  2.956 |  2.968 |  3.064 |  1.359 |  9891.000 |  14482.000 |  354155.000 | 14166.200 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52f50                   |  1.208 |  1.208 |   1.208 |  1.208 |  1.208 |  1.208 |  1.208 |  0.000 |   268.000 |    268.000 |     268.000 |   268.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/f1ee82ae                   |  0.132 |  2.232 |   2.364 |  1.182 |  2.232 |  2.232 |  2.232 |  1.050 |  1389.000 |   1389.000 |    2778.000 |  1389.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/21b94c845                  |  0.584 |  1.776 |   2.360 |  1.180 |  1.776 |  1.776 |  1.776 |  0.596 |  1273.000 |   1380.000 |    2653.000 |  1326.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa53926                   |  1.172 |  1.172 |   1.172 |  1.172 |  1.172 |  1.172 |  1.172 |  0.000 |   286.000 |    286.000 |     286.000 |   286.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53826/score     |  1.044 |  1.044 |   1.044 |  1.044 |  1.044 |  1.044 |  1.044 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52ff7                   |  0.840 |  1.128 |   1.968 |  0.984 |  1.128 |  1.128 |  1.128 |  0.144 |   375.000 |    375.000 |     750.000 |   375.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/37562c8b1                  |  0.972 |  0.972 |   0.972 |  0.972 |  0.972 |  0.972 |  0.972 |  0.000 |  1373.000 |   1373.000 |    1373.000 |  1373.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5342a/score     |  0.936 |  0.936 |   0.936 |  0.936 |  0.936 |  0.936 |  0.936 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/306d3dd96                  |  0.932 |  0.932 |   0.932 |  0.932 |  0.932 |  0.932 |  0.932 |  0.000 |  1482.000 |   1482.000 |    1482.000 |  1482.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/6079b4510                  |  0.900 |  0.900 |   0.900 |  0.900 |  0.900 |  0.900 |  0.900 |  0.000 |   873.000 |    873.000 |     873.000 |   873.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/2197543a3                  |  0.492 |  1.212 |   2.620 |  0.873 |  1.212 |  1.212 |  1.212 |  0.295 |  1077.000 |   1184.000 |    3338.000 |  1112.667 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa54363/score     |  0.872 |  0.872 |   0.872 |  0.872 |  0.872 |  0.872 |  0.872 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52e61                   |  0.872 |  0.872 |   0.872 |  0.872 |  0.872 |  0.872 |  0.872 |  0.000 |   359.000 |    359.000 |     359.000 |   359.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/e303d84a                   |  0.416 |  1.292 |   1.708 |  0.854 |  1.292 |  1.292 |  1.292 |  0.438 |  1370.000 |   1477.000 |    2847.000 |  1423.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/609557ac                   |  0.472 |  1.196 |   1.668 |  0.834 |  1.196 |  1.196 |  1.196 |  0.362 |  1366.000 |   1366.000 |    2732.000 |  1366.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/59db8f243                  |  0.832 |  0.832 |   0.832 |  0.832 |  0.832 |  0.832 |  0.832 |  0.000 |   860.000 |    860.000 |     860.000 |   860.000 |
|    29 |   0 |  29 |   0 |   0 |   0 | GET    | /api/player/competition/9fa530f6/ranking      |  0.012 |  2.188 |  24.120 |  0.832 |  2.168 |  2.172 |  2.188 |  1.036 |  1052.000 |  10291.000 |  285779.000 |  9854.448 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/5d4963462                  |  0.824 |  0.824 |   0.824 |  0.824 |  0.824 |  0.824 |  0.824 |  0.000 |   875.000 |    875.000 |     875.000 |   875.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/508148dd                   |  0.768 |  0.844 |   1.612 |  0.806 |  0.844 |  0.844 |  0.844 |  0.038 |  1073.000 |   1180.000 |    2253.000 |  1126.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/99082ddb                   |  0.180 |  1.428 |   1.608 |  0.804 |  1.428 |  1.428 |  1.428 |  0.624 |  1179.000 |   1375.000 |    2554.000 |  1277.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52e45                   |  0.788 |  0.788 |   0.788 |  0.788 |  0.788 |  0.788 |  0.788 |  0.000 |   359.000 |    359.000 |     359.000 |   359.000 |
|    11 |   0 |  11 |   0 |   0 |   0 | GET    | /api/player/competition/9fa52522/ranking      |  0.012 |  2.132 |   8.628 |  0.784 |  2.132 |  2.132 |  2.132 |  1.016 | 14313.000 |  14314.000 |  157453.000 | 14313.909 |
|    23 |   0 |  23 |   0 |   0 |   0 | GET    | /api/player/competition/9fa53d25/ranking      |  0.012 |  1.656 |  18.012 |  0.783 |  1.628 |  1.632 |  1.656 |  0.792 |  4695.000 |   6951.000 |  157616.000 |  6852.870 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/1acd70557                  |  0.768 |  0.768 |   0.768 |  0.768 |  0.768 |  0.768 |  0.768 |  0.000 |  1254.000 |   1254.000 |    1254.000 |  1254.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53fe6/score     |  0.764 |  0.764 |   0.764 |  0.764 |  0.764 |  0.764 |  0.764 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/1c8b9b132                  |  0.760 |  0.760 |   0.760 |  0.760 |  0.760 |  0.760 |  0.760 |  0.000 |  1040.000 |   1040.000 |    1040.000 |  1040.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/5c2d90f1                   |  0.752 |  0.752 |   0.752 |  0.752 |  0.752 |  0.752 |  0.752 |  0.000 |  1475.000 |   1475.000 |    1475.000 |  1475.000 |
|     4 |   0 |   4 |   0 |   0 |   0 | GET    | /api/player/player/44b9e3a8c                  |  0.400 |  1.392 |   2.972 |  0.743 |  1.392 |  1.392 |  1.392 |  0.406 |  1151.000 |   1258.000 |    4925.000 |  1231.250 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/20dd00076                  |  0.120 |  1.052 |   2.128 |  0.709 |  1.052 |  1.052 |  1.052 |  0.419 |  1275.000 |   1471.000 |    4217.000 |  1405.667 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/5055fa274                  |  0.696 |  0.696 |   0.696 |  0.696 |  0.696 |  0.696 |  0.696 |  0.000 |  1080.000 |   1080.000 |    1080.000 |  1080.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52e95                   |  0.668 |  0.668 |   0.668 |  0.668 |  0.668 |  0.668 |  0.668 |  0.000 |   359.000 |    359.000 |     359.000 |   359.000 |
|     2 |   0 |   1 |   0 |   1 |   0 | GET    | /api/player/player/9fa52f13                   |  0.156 |  1.176 |   1.332 |  0.666 |  1.176 |  1.176 |  1.176 |  0.510 |     0.000 |    375.000 |     375.000 |   187.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/567046e1b                  |  0.632 |  0.632 |   0.632 |  0.632 |  0.632 |  0.632 |  0.632 |  0.000 |   872.000 |    872.000 |     872.000 |   872.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/47807181a                  |  0.612 |  0.612 |   0.612 |  0.612 |  0.612 |  0.612 |  0.612 |  0.000 |  1383.000 |   1383.000 |    1383.000 |  1383.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/423a03117                  |  0.604 |  0.604 |   0.604 |  0.604 |  0.604 |  0.604 |  0.604 |  0.000 |  1891.000 |   1891.000 |    1891.000 |  1891.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53ac0/score     |  0.600 |  0.600 |   0.600 |  0.600 |  0.600 |  0.600 |  0.600 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52e5d                   |  0.596 |  0.596 |   0.596 |  0.596 |  0.596 |  0.596 |  0.596 |  0.000 |   359.000 |    359.000 |     359.000 |   359.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/373e4db4a                  |  0.588 |  0.588 |   0.588 |  0.588 |  0.588 |  0.588 |  0.588 |  0.000 |  1260.000 |   1260.000 |    1260.000 |  1260.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52e30                   |  0.548 |  0.548 |   0.548 |  0.548 |  0.548 |  0.548 |  0.548 |  0.000 |   252.000 |    252.000 |     252.000 |   252.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/d18e16c4                   |  0.528 |  0.528 |   0.528 |  0.528 |  0.528 |  0.528 |  0.528 |  0.000 |  1262.000 |   1262.000 |    1262.000 |  1262.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/4d0dcf228                  |  0.528 |  0.528 |   0.528 |  0.528 |  0.528 |  0.528 |  0.528 |  0.000 |  1793.000 |   1793.000 |    1793.000 |  1793.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/38a6b753f                  |  0.068 |  0.984 |   1.580 |  0.527 |  0.984 |  0.984 |  0.984 |  0.374 |  1275.000 |   1364.000 |    4003.000 |  1334.333 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/4d2906e93                  |  0.096 |  0.944 |   1.040 |  0.520 |  0.944 |  0.944 |  0.944 |  0.424 |   973.000 |    973.000 |    1946.000 |   973.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/421178a5b                  |  0.504 |  0.504 |   0.504 |  0.504 |  0.504 |  0.504 |  0.504 |  0.000 |  1363.000 |   1363.000 |    1363.000 |  1363.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa528d8                   |  0.452 |  0.452 |   0.452 |  0.452 |  0.452 |  0.452 |  0.452 |  0.000 |   647.000 |    647.000 |     647.000 |   647.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/competition/2fbac2f3e/ranking     |  0.448 |  0.448 |   0.448 |  0.448 |  0.448 |  0.448 |  0.448 |  0.000 | 14688.000 |  14688.000 |   14688.000 | 14688.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/2796581bb                  |  0.440 |  0.440 |   0.440 |  0.440 |  0.440 |  0.440 |  0.440 |  0.000 |  2100.000 |   2100.000 |    2100.000 |  2100.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/450817330                  |  0.080 |  1.036 |   1.304 |  0.435 |  1.036 |  1.036 |  1.036 |  0.427 |  1276.000 |   1276.000 |    3828.000 |  1276.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | GET    | /api/player/player/38fd91383                  |  0.428 |  0.428 |   0.428 |  0.428 |  0.428 |  0.428 |  0.428 |  0.000 |     0.000 |      0.000 |       0.000 |     0.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/37358eeb9                  |  0.416 |  0.416 |   0.416 |  0.416 |  0.416 |  0.416 |  0.416 |  0.000 |  1166.000 |   1166.000 |    1166.000 |  1166.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/3b5967bbc                  |  0.416 |  0.416 |   0.416 |  0.416 |  0.416 |  0.416 |  0.416 |  0.000 |  1802.000 |   1802.000 |    1802.000 |  1802.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/2a5429a36                  |  0.416 |  0.416 |   0.416 |  0.416 |  0.416 |  0.416 |  0.416 |  0.000 |  1884.000 |   1884.000 |    1884.000 |  1884.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52864                   |  0.408 |  0.408 |   0.408 |  0.408 |  0.408 |  0.408 |  0.408 |  0.000 |   432.000 |    432.000 |     432.000 |   432.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/131e26d8b                  |  0.400 |  0.400 |   0.400 |  0.400 |  0.400 |  0.400 |  0.400 |  0.000 |  1892.000 |   1892.000 |    1892.000 |  1892.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52fab                   |  0.204 |  0.596 |   0.800 |  0.400 |  0.596 |  0.596 |  0.596 |  0.196 |   268.000 |    268.000 |     536.000 |   268.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52f0d                   |  0.396 |  0.396 |   0.396 |  0.396 |  0.396 |  0.396 |  0.396 |  0.000 |   375.000 |    375.000 |     375.000 |   375.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/100f08561                  |  0.368 |  0.368 |   0.368 |  0.368 |  0.368 |  0.368 |  0.368 |  0.000 |  1883.000 |   1883.000 |    1883.000 |  1883.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/413fa4d24                  |  0.368 |  0.368 |   0.368 |  0.368 |  0.368 |  0.368 |  0.368 |  0.000 |  1992.000 |   1992.000 |    1992.000 |  1992.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52f24                   |  0.364 |  0.364 |   0.364 |  0.364 |  0.364 |  0.364 |  0.364 |  0.000 |   268.000 |    268.000 |     268.000 |   268.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52f98                   |  0.360 |  0.360 |   0.360 |  0.360 |  0.360 |  0.360 |  0.360 |  0.000 |   374.000 |    374.000 |     374.000 |   374.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/47997ca34                  |  0.280 |  0.392 |   0.672 |  0.336 |  0.392 |  0.392 |  0.392 |  0.056 |  1191.000 |   1387.000 |    2578.000 |  1289.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/65dca93d                   |  0.324 |  0.324 |   0.324 |  0.324 |  0.324 |  0.324 |  0.324 |  0.000 |  1170.000 |   1170.000 |    1170.000 |  1170.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/2f1824171                  |  0.308 |  0.308 |   0.308 |  0.308 |  0.308 |  0.308 |  0.308 |  0.000 |  1171.000 |   1171.000 |    1171.000 |  1171.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/432626b9c                  |  0.052 |  0.504 |   0.556 |  0.278 |  0.504 |  0.504 |  0.504 |  0.226 |  1079.000 |   1168.000 |    2247.000 |  1123.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/5acb612f7                  |  0.276 |  0.276 |   0.276 |  0.276 |  0.276 |  0.276 |  0.276 |  0.000 |   964.000 |    964.000 |     964.000 |   964.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/5be7fe862                  |  0.264 |  0.264 |   0.264 |  0.264 |  0.264 |  0.264 |  0.264 |  0.000 |  1119.000 |   1119.000 |    1119.000 |  1119.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52979                   |  0.212 |  0.308 |   0.520 |  0.260 |  0.308 |  0.308 |  0.308 |  0.048 |   534.000 |    744.000 |    1278.000 |   639.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52821                   |  0.252 |  0.252 |   0.252 |  0.252 |  0.252 |  0.252 |  0.252 |  0.000 |   650.000 |    650.000 |     650.000 |   650.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52837                   |  0.248 |  0.248 |   0.248 |  0.248 |  0.248 |  0.248 |  0.248 |  0.000 |   649.000 |    649.000 |     649.000 |   649.000 |
|     4 |   0 |   3 |   0 |   1 |   0 | GET    | /api/player/player/62cc87b6a                  |  0.004 |  0.416 |   0.976 |  0.244 |  0.416 |  0.416 |  0.416 |  0.150 |    39.000 |    760.000 |    2317.000 |   579.250 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b1a                   |  0.244 |  0.244 |   0.244 |  0.244 |  0.244 |  0.244 |  0.244 |  0.000 |   761.000 |    761.000 |     761.000 |   761.000 |
|     4 |   0 |   4 |   0 |   0 |   0 | GET    | /api/player/player/9fa52893                   |  0.008 |  0.448 |   0.960 |  0.240 |  0.448 |  0.448 |  0.448 |  0.159 |   433.000 |    650.000 |    2050.000 |   512.500 |
|     4 |   0 |   3 |   0 |   1 |   0 | GET    | /api/player/player/6390347c4                  |  0.004 |  0.464 |   0.924 |  0.231 |  0.464 |  0.464 |  0.464 |  0.174 |    39.000 |   1062.000 |    3223.000 |   805.750 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/2b0522cf3                  |  0.228 |  0.228 |   0.228 |  0.228 |  0.228 |  0.228 |  0.228 |  0.000 |  1071.000 |   1071.000 |    1071.000 |  1071.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/22415c0f3                  |  0.208 |  0.248 |   0.456 |  0.228 |  0.248 |  0.248 |  0.248 |  0.020 |  1168.000 |   1257.000 |    2425.000 |  1212.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/2bd83674b                  |  0.224 |  0.224 |   0.224 |  0.224 |  0.224 |  0.224 |  0.224 |  0.000 |  1190.000 |   1190.000 |    1190.000 |  1190.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/47fe6eecd                  |  0.224 |  0.224 |   0.224 |  0.224 |  0.224 |  0.224 |  0.224 |  0.000 |  1700.000 |   1700.000 |    1700.000 |  1700.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/3f5adcd3c                  |  0.216 |  0.216 |   0.216 |  0.216 |  0.216 |  0.216 |  0.216 |  0.000 |  1995.000 |   1995.000 |    1995.000 |  1995.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/13ee60807                  |  0.216 |  0.216 |   0.216 |  0.216 |  0.216 |  0.216 |  0.216 |  0.000 |  1282.000 |   1282.000 |    1282.000 |  1282.000 |
|    20 |   0 |  20 |   0 |   0 |   0 | GET    | /api/organizer/billing                        |  0.004 |  2.568 |   4.316 |  0.216 |  0.304 |  0.996 |  2.568 |  0.582 |   320.000 |   3581.000 |   33637.000 |  1681.850 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52f32                   |  0.212 |  0.212 |   0.212 |  0.212 |  0.212 |  0.212 |  0.212 |  0.000 |   375.000 |    375.000 |     375.000 |   375.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/4c7b161ad                  |  0.208 |  0.208 |   0.208 |  0.208 |  0.208 |  0.208 |  0.208 |  0.000 |   890.000 |    890.000 |     890.000 |   890.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52f5a                   |  0.208 |  0.208 |   0.208 |  0.208 |  0.208 |  0.208 |  0.208 |  0.000 |   375.000 |    375.000 |     375.000 |   375.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/48dc1af7b                  |  0.128 |  0.284 |   0.412 |  0.206 |  0.284 |  0.284 |  0.284 |  0.078 |   979.000 |   1174.000 |    2153.000 |  1076.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/63a3eae1e                  |  0.180 |  0.228 |   0.408 |  0.204 |  0.228 |  0.228 |  0.228 |  0.024 |   874.000 |    966.000 |    1840.000 |   920.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa527df                   |  0.196 |  0.196 |   0.196 |  0.196 |  0.196 |  0.196 |  0.196 |  0.000 |   745.000 |    745.000 |     745.000 |   745.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/53cdc58cc                  |  0.196 |  0.196 |   0.196 |  0.196 |  0.196 |  0.196 |  0.196 |  0.000 |  1183.000 |   1183.000 |    1183.000 |  1183.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b2a                   |  0.192 |  0.192 |   0.192 |  0.192 |  0.192 |  0.192 |  0.192 |  0.000 |   449.000 |    449.000 |     449.000 |   449.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/498f9d92f                  |  0.192 |  0.192 |   0.192 |  0.192 |  0.192 |  0.192 |  0.192 |  0.000 |   962.000 |    962.000 |     962.000 |   962.000 |
