+-------+-----+-----+-----+-----+-----+--------+-----------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+-----------+------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                      URI                      |  MIN   |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY) | SUM(BODY)  | AVG(BODY) |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa52a40                   |  0.172 |  6.220 |   6.604 |  2.201 |  6.220 |  6.220 |  6.220 |  2.842 |   675.000 |   776.000 |   2126.000 |   708.667 |
|     3 |   0 |   2 |   0 |   1 |   0 | GET    | /api/player/player/9fa528a9                   |  0.004 |  5.396 |   6.436 |  2.145 |  5.396 |  5.396 |  5.396 |  2.337 |     0.000 |   659.000 |   1112.000 |   370.667 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa528ca                   |  0.024 |  5.900 |   6.104 |  2.035 |  5.900 |  5.900 |  5.900 |  2.734 |   266.000 |   659.000 |   1584.000 |   528.000 |
|     3 |   0 |   2 |   0 |   1 |   0 | GET    | /api/player/player/9fa528b3                   |  0.004 |  5.904 |   5.984 |  1.995 |  5.904 |  5.904 |  5.904 |  2.764 |     0.000 |   659.000 |   1318.000 |   439.333 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53c7a/score     |  1.960 |  1.960 |   1.960 |  1.960 |  1.960 |  1.960 |  1.960 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53367/score     |  1.944 |  1.944 |   1.944 |  1.944 |  1.944 |  1.944 |  1.944 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5317e/score     |  1.920 |  1.920 |   1.920 |  1.920 |  1.920 |  1.920 |  1.920 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa528be                   |  0.008 |  5.348 |   5.428 |  1.809 |  5.348 |  5.348 |  5.348 |  2.502 |   266.000 |   453.000 |   1077.000 |   359.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53119/score     |  1.716 |  1.872 |   3.588 |  1.794 |  1.872 |  1.872 |  1.872 |  0.078 |    54.000 |    54.000 |    108.000 |    54.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53994/score     |  1.632 |  1.900 |   3.532 |  1.766 |  1.900 |  1.900 |  1.900 |  0.134 |    54.000 |    54.000 |    108.000 |    54.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa529d3                   |  0.012 |  5.188 |   5.260 |  1.753 |  5.188 |  5.188 |  5.188 |  2.429 |   282.000 |   675.000 |   1632.000 |   544.000 |
|     4 |   0 |   3 |   0 |   1 |   0 | GET    | /api/player/player/9fa52a56                   |  0.016 |  6.324 |   6.868 |  1.717 |  6.324 |  6.324 |  6.324 |  2.667 |     0.000 |   776.000 |   1709.000 |   427.250 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52a85/score     |  1.648 |  1.648 |   1.648 |  1.648 |  1.648 |  1.648 |  1.648 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     5 |   0 |   5 |   0 |   0 |   0 | GET    | /api/player/player/9fa52941                   |  0.004 |  7.512 |   7.608 |  1.522 |  7.512 |  7.512 |  7.512 |  2.995 |   559.000 |   776.000 |   3345.000 |   669.000 |
|    11 |   0 |  11 |   0 |   0 |   0 | GET    | /api/player/competition/9fa52525/ranking      |  0.008 |  3.888 |  15.644 |  1.422 |  3.888 |  3.888 |  3.888 |  1.861 | 14313.000 | 14314.000 | 157453.000 | 14313.909 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52cbd/score     |  1.332 |  1.332 |   1.332 |  1.332 |  1.332 |  1.332 |  1.332 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | POST   | /api/organizer/competition/9fa54343/score     |  1.316 |  1.316 |   1.316 |  1.316 |  1.316 |  1.316 |  1.316 |  0.000 |     0.000 |     0.000 |      0.000 |     0.000 |
|     5 |   0 |   5 |   0 |   0 |   0 | GET    | /api/player/player/9fa52899                   |  0.004 |  6.048 |   6.468 |  1.294 |  6.048 |  6.048 |  6.048 |  2.380 |   358.000 |   760.000 |   2588.000 |   517.600 |
|    11 |   0 |   0 |   0 |  11 |   0 | GET    | /api/player/competition/9fa54343/ranking      |  1.228 |  1.316 |  13.964 |  1.269 |  1.304 |  1.316 |  1.316 |  0.028 |     0.000 |     0.000 |      0.000 |     0.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | GET    | /api/player/player/9fa528e2                   |  1.260 |  1.260 |   1.260 |  1.260 |  1.260 |  1.260 |  1.260 |  0.000 |     0.000 |     0.000 |      0.000 |     0.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | GET    | /api/player/player/9fa52873                   |  1.188 |  1.188 |   1.188 |  1.188 |  1.188 |  1.188 |  1.188 |  0.000 |     0.000 |     0.000 |      0.000 |     0.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53a70/score     |  1.188 |  1.188 |   1.188 |  1.188 |  1.188 |  1.188 |  1.188 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52fb2/score     |  1.148 |  1.148 |   1.148 |  1.148 |  1.148 |  1.148 |  1.148 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     2 |   0 |   1 |   0 |   1 |   0 | POST   | /api/organizer/competition/9fa542b9/score     |  0.824 |  1.376 |   2.200 |  1.100 |  1.376 |  1.376 |  1.376 |  0.276 |     0.000 |    53.000 |     53.000 |    26.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52c5e                   |  1.012 |  1.012 |   1.012 |  1.012 |  1.012 |  1.012 |  1.012 |  0.000 |   356.000 |   356.000 |    356.000 |   356.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53ab1/score     |  1.004 |  1.004 |   1.004 |  1.004 |  1.004 |  1.004 |  1.004 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | GET    | /api/player/player/9fa52827                   |  0.976 |  0.976 |   0.976 |  0.976 |  0.976 |  0.976 |  0.976 |  0.000 |     0.000 |     0.000 |      0.000 |     0.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/1661b1c20                  |  0.912 |  0.912 |   0.912 |  0.912 |  0.912 |  0.912 |  0.912 |  0.000 |  1018.000 |  1018.000 |   1018.000 |  1018.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | GET    | /api/player/player/9fa52a4a                   |  0.904 |  0.904 |   0.904 |  0.904 |  0.904 |  0.904 |  0.904 |  0.000 |     0.000 |     0.000 |      0.000 |     0.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | POST   | /api/organizer/competition/9fa54364/score     |  0.896 |  0.896 |   0.896 |  0.896 |  0.896 |  0.896 |  0.896 |  0.000 |     0.000 |     0.000 |      0.000 |     0.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | GET    | /api/player/player/9fa52959                   |  0.808 |  0.808 |   0.808 |  0.808 |  0.808 |  0.808 |  0.808 |  0.000 |     0.000 |     0.000 |      0.000 |     0.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52d71                   |  0.740 |  0.740 |   0.740 |  0.740 |  0.740 |  0.740 |  0.740 |  0.000 |   372.000 |   372.000 |    372.000 |   372.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53ec7/score     |  0.740 |  0.740 |   0.740 |  0.740 |  0.740 |  0.740 |  0.740 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/10c41b4e1                  |  0.700 |  0.700 |   0.700 |  0.700 |  0.700 |  0.700 |  0.700 |  0.000 |  1028.000 |  1028.000 |   1028.000 |  1028.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa53456                   |  0.604 |  0.604 |   0.604 |  0.604 |  0.604 |  0.604 |  0.604 |  0.000 |   274.000 |   274.000 |    274.000 |   274.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/611ab1b30                  |  0.584 |  0.584 |   0.584 |  0.584 |  0.584 |  0.584 |  0.584 |  0.000 |   577.000 |   577.000 |    577.000 |   577.000 |
|     2 |   0 |   1 |   0 |   1 |   0 | GET    | /api/player/player/9fa52915                   |  0.004 |  1.152 |   1.156 |  0.578 |  1.152 |  1.152 |  1.152 |  0.574 |     0.000 |   374.000 |    374.000 |   187.000 |
|     2 |   0 |   1 |   0 |   1 |   0 | GET    | /api/player/player/9fa52a44                   |  0.004 |  1.120 |   1.124 |  0.562 |  1.120 |  1.120 |  1.120 |  0.558 |     0.000 |   374.000 |    374.000 |   187.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa532d5                   |  0.548 |  0.548 |   0.548 |  0.548 |  0.548 |  0.548 |  0.548 |  0.000 |   258.000 |   258.000 |    258.000 |   258.000 |
|    29 |   0 |  29 |   0 |   0 |   0 | GET    | /api/player/competition/9fa52cbd/ranking      |  0.012 |  1.408 |  15.628 |  0.539 |  1.396 |  1.404 |  1.408 |  0.655 |   610.000 |  6470.000 | 177753.000 |  6129.414 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52d50                   |  0.020 |  1.044 |   1.064 |  0.532 |  1.044 |  1.044 |  1.044 |  0.512 |   277.000 |   372.000 |    649.000 |   324.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5413c/score     |  0.508 |  0.508 |   0.508 |  0.508 |  0.508 |  0.508 |  0.508 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|    24 |   0 |  24 |   0 |   0 |   0 | GET    | /api/player/competition/9fa53ab1/ranking      |  0.012 |  1.040 |  11.376 |  0.474 |  1.028 |  1.032 |  1.040 |  0.494 |  5736.000 |  6029.000 | 144401.000 |  6016.708 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52cf4                   |  0.468 |  0.468 |   0.468 |  0.468 |  0.468 |  0.468 |  0.468 |  0.000 |   356.000 |   356.000 |    356.000 |   356.000 |
|     3 |   0 |   2 |   0 |   1 |   0 | GET    | /api/player/player/9fa52991                   |  0.004 |  1.272 |   1.356 |  0.452 |  1.272 |  1.272 |  1.272 |  0.581 |     0.000 |   674.000 |   1142.000 |   380.667 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/2d312cfdf                  |  0.092 |  0.756 |   0.848 |  0.424 |  0.756 |  0.756 |  0.756 |  0.332 |   822.000 |  1015.000 |   1837.000 |   918.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/22348fb24                  |  0.412 |  0.412 |   0.412 |  0.412 |  0.412 |  0.412 |  0.412 |  0.000 |   916.000 |   916.000 |    916.000 |   916.000 |
|     5 |   0 |   3 |   0 |   2 |   0 | GET    | /api/player/player/9fa52970                   |  0.016 |  1.004 |   2.040 |  0.408 |  1.004 |  1.004 |  1.004 |  0.468 |     0.000 |   559.000 |   1310.000 |   262.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53adb/score     |  0.312 |  0.492 |   0.804 |  0.402 |  0.492 |  0.492 |  0.492 |  0.090 |    53.000 |    53.000 |    106.000 |    53.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/304297e6b                  |  0.032 |  0.756 |   0.788 |  0.394 |  0.756 |  0.756 |  0.756 |  0.362 |  1018.000 |  1018.000 |   2036.000 |  1018.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52a46                   |  0.384 |  0.384 |   0.384 |  0.384 |  0.384 |  0.384 |  0.384 |  0.000 |   775.000 |   775.000 |    775.000 |   775.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52d3a                   |  0.376 |  0.376 |   0.376 |  0.376 |  0.376 |  0.376 |  0.376 |  0.000 |   372.000 |   372.000 |    372.000 |   372.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52d8f                   |  0.336 |  0.336 |   0.336 |  0.336 |  0.336 |  0.336 |  0.336 |  0.000 |   372.000 |   372.000 |    372.000 |   372.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52cf0                   |  0.320 |  0.320 |   0.320 |  0.320 |  0.320 |  0.320 |  0.320 |  0.000 |   261.000 |   261.000 |    261.000 |   261.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52967                   |  0.312 |  0.312 |   0.312 |  0.312 |  0.312 |  0.312 |  0.312 |  0.000 |   776.000 |   776.000 |    776.000 |   776.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/634daacd2                  |  0.288 |  0.288 |   0.288 |  0.288 |  0.288 |  0.288 |  0.288 |  0.000 |   811.000 |   811.000 |    811.000 |   811.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52d2c/score     |  0.276 |  0.276 |   0.276 |  0.276 |  0.276 |  0.276 |  0.276 |  0.000 |    52.000 |    52.000 |     52.000 |    52.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52887                   |  0.276 |  0.276 |   0.276 |  0.276 |  0.276 |  0.276 |  0.276 |  0.000 |   542.000 |   542.000 |    542.000 |   542.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa534fa                   |  0.272 |  0.272 |   0.272 |  0.272 |  0.272 |  0.272 |  0.272 |  0.000 |   274.000 |   274.000 |    274.000 |   274.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/13b57b140                  |  0.272 |  0.272 |   0.272 |  0.272 |  0.272 |  0.272 |  0.272 |  0.000 |   923.000 |   923.000 |    923.000 |   923.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/35fce08a7                  |  0.016 |  0.748 |   0.804 |  0.268 |  0.748 |  0.748 |  0.748 |  0.340 |   812.000 |   907.000 |   2626.000 |   875.333 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa539f9/score     |  0.256 |  0.256 |   0.256 |  0.256 |  0.256 |  0.256 |  0.256 |  0.000 |    53.000 |    53.000 |     53.000 |    53.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/4fa20e92a                  |  0.024 |  0.664 |   0.740 |  0.247 |  0.664 |  0.664 |  0.664 |  0.295 |   693.000 |   786.000 |   2265.000 |   755.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa529e5                   |  0.240 |  0.240 |   0.240 |  0.240 |  0.240 |  0.240 |  0.240 |  0.000 |   775.000 |   775.000 |    775.000 |   775.000 |
|     2 |   0 |   1 |   0 |   1 |   0 | GET    | /api/player/player/9fa529db                   |  0.024 |  0.448 |   0.472 |  0.236 |  0.448 |  0.448 |  0.448 |  0.212 |     0.000 |   675.000 |    675.000 |   337.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52c5c                   |  0.228 |  0.228 |   0.228 |  0.228 |  0.228 |  0.228 |  0.228 |  0.000 |   355.000 |   355.000 |    355.000 |   355.000 |
|     4 |   0 |   3 |   0 |   1 |   0 | GET    | /api/player/player/9fa52810                   |  0.040 |  0.400 |   0.900 |  0.225 |  0.400 |  0.400 |  0.400 |  0.162 |     0.000 |   758.000 |   1840.000 |   460.000 |
|     3 |   0 |   2 |   0 |   1 |   0 | GET    | /api/player/player/9fa527b5                   |  0.004 |  0.512 |   0.664 |  0.221 |  0.512 |  0.512 |  0.512 |  0.214 |     0.000 |   453.000 |    906.000 |   302.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52d47                   |  0.208 |  0.208 |   0.208 |  0.208 |  0.208 |  0.208 |  0.208 |  0.000 |   372.000 |   372.000 |    372.000 |   372.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa527bd                   |  0.184 |  0.184 |   0.184 |  0.184 |  0.184 |  0.184 |  0.184 |  0.000 |   453.000 |   453.000 |    453.000 |   453.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/6355dbf70                  |  0.180 |  0.180 |   0.180 |  0.180 |  0.180 |  0.180 |  0.180 |  0.000 |   681.000 |   681.000 |    681.000 |   681.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa5346b                   |  0.176 |  0.176 |   0.176 |  0.176 |  0.176 |  0.176 |  0.176 |  0.000 |   274.000 |   274.000 |    274.000 |   274.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/61ee38146                  |  0.156 |  0.184 |   0.340 |  0.170 |  0.184 |  0.184 |  0.184 |  0.014 |  1415.000 |  1415.000 |   2830.000 |  1415.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/62468ed2d                  |  0.100 |  0.236 |   0.336 |  0.168 |  0.236 |  0.236 |  0.236 |  0.068 |  1328.000 |  1412.000 |   2740.000 |  1370.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/260d86967                  |  0.164 |  0.164 |   0.164 |  0.164 |  0.164 |  0.164 |  0.164 |  0.000 |  2250.000 |  2250.000 |   2250.000 |  2250.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa528bb                   |  0.032 |  0.292 |   0.324 |  0.162 |  0.292 |  0.292 |  0.292 |  0.130 |   543.000 |   659.000 |   1202.000 |   601.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/63a3eae1e                  |  0.160 |  0.160 |   0.160 |  0.160 |  0.160 |  0.160 |  0.160 |  0.000 |   892.000 |   892.000 |    892.000 |   892.000 |
|     1 |   0 |   0 |   0 |   1 |   0 | GET    | /api/player/player/9fa52a5a                   |  0.160 |  0.160 |   0.160 |  0.160 |  0.160 |  0.160 |  0.160 |  0.000 |     0.000 |     0.000 |      0.000 |     0.000 |
|     4 |   0 |   3 |   0 |   1 |   0 | GET    | /api/player/player/62f7991a8                  |  0.004 |  0.252 |   0.632 |  0.158 |  0.252 |  0.252 |  0.252 |  0.093 |    39.000 |   914.000 |   2779.000 |   694.750 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/23bf2753e                  |  0.036 |  0.280 |   0.316 |  0.158 |  0.280 |  0.280 |  0.280 |  0.122 |   814.000 |   909.000 |   1723.000 |   861.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52ccd                   |  0.152 |  0.152 |   0.152 |  0.152 |  0.152 |  0.152 |  0.152 |  0.000 |   356.000 |   356.000 |    356.000 |   356.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa529ba                   |  0.004 |  0.296 |   0.300 |  0.150 |  0.296 |  0.296 |  0.296 |  0.146 |   776.000 |   776.000 |   1552.000 |   776.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/3abc89078                  |  0.016 |  0.280 |   0.296 |  0.148 |  0.280 |  0.280 |  0.280 |  0.132 |   721.000 |   913.000 |   1634.000 |   817.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/451ec7482                  |  0.060 |  0.236 |   0.296 |  0.148 |  0.236 |  0.236 |  0.236 |  0.088 |   598.000 |   790.000 |   1388.000 |   694.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa528e9                   |  0.140 |  0.140 |   0.140 |  0.140 |  0.140 |  0.140 |  0.140 |  0.000 |   452.000 |   452.000 |    452.000 |   452.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/4acb915b3                  |  0.140 |  0.140 |   0.140 |  0.140 |  0.140 |  0.140 |  0.140 |  0.000 |  1938.000 |  1938.000 |   1938.000 |  1938.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/5730dca3e                  |  0.012 |  0.228 |   0.420 |  0.140 |  0.228 |  0.228 |  0.228 |  0.093 |   489.000 |   682.000 |   1758.000 |   586.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa5288b                   |  0.404 |  0.404 |   0.412 |  0.137 |  0.404 |  0.404 |  0.404 |  0.189 |   541.000 |   758.000 |   1956.000 |   652.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/1e434e8db                  |  0.128 |  0.128 |   0.128 |  0.128 |  0.128 |  0.128 |  0.128 |  0.000 |  1950.000 |  1950.000 |   1950.000 |  1950.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa52d57                   |  0.012 |  0.336 |   0.368 |  0.123 |  0.336 |  0.336 |  0.336 |  0.151 |   277.000 |   372.000 |    926.000 |   308.667 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/62efa288c                  |  0.120 |  0.120 |   0.120 |  0.120 |  0.120 |  0.120 |  0.120 |  0.000 |   685.000 |   685.000 |    685.000 |   685.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/298a1e007                  |  0.120 |  0.120 |   0.120 |  0.120 |  0.120 |  0.120 |  0.120 |  0.000 |  2168.000 |  2168.000 |   2168.000 |  2168.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa528e0                   |  0.116 |  0.116 |   0.116 |  0.116 |  0.116 |  0.116 |  0.116 |  0.000 |   658.000 |   658.000 |    658.000 |   658.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/51b3f4dda                  |  0.116 |  0.116 |   0.116 |  0.116 |  0.116 |  0.116 |  0.116 |  0.000 |   792.000 |   792.000 |    792.000 |   792.000 |
|     4 |   0 |   4 |   0 |   0 |   0 | GET    | /api/player/player/9fa52a19                   |  0.004 |  0.280 |   0.456 |  0.114 |  0.280 |  0.280 |  0.280 |  0.107 |   558.000 |   674.000 |   2464.000 |   616.000 |
|     4 |   0 |   4 |   0 |   0 |   0 | GET    | /api/player/player/572415292                  |  0.012 |  0.172 |   0.440 |  0.110 |  0.172 |  0.172 |  0.172 |  0.063 |   587.000 |   682.000 |   2633.000 |   658.250 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/17f8db2d3                  |  0.096 |  0.120 |   0.216 |  0.108 |  0.120 |  0.120 |  0.120 |  0.012 |  1931.000 |  1931.000 |   3862.000 |  1931.000 |
|     4 |   0 |   3 |   0 |   1 |   0 | GET    | /api/player/player/6390347c4                  |  0.032 |  0.148 |   0.420 |  0.105 |  0.148 |  0.148 |  0.148 |  0.044 |    39.000 |  1080.000 |   3277.000 |   819.250 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa527ca                   |  0.104 |  0.104 |   0.104 |  0.104 |  0.104 |  0.104 |  0.104 |  0.000 |   358.000 |   358.000 |    358.000 |   358.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/5a0327db2                  |  0.096 |  0.104 |   0.200 |  0.100 |  0.104 |  0.104 |  0.104 |  0.004 |  1951.000 |  1951.000 |   3902.000 |  1951.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/533c169d0                  |  0.100 |  0.100 |   0.100 |  0.100 |  0.100 |  0.100 |  0.100 |  0.000 |   482.000 |   482.000 |    482.000 |   482.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/18c74c49c                  |  0.100 |  0.100 |   0.100 |  0.100 |  0.100 |  0.100 |  0.100 |  0.000 |   729.000 |   729.000 |    729.000 |   729.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/4430b679a                  |  0.056 |  0.140 |   0.196 |  0.098 |  0.140 |  0.140 |  0.140 |  0.042 |  2050.000 |  2050.000 |   4100.000 |  2050.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52d85                   |  0.096 |  0.096 |   0.096 |  0.096 |  0.096 |  0.096 |  0.096 |  0.000 |   277.000 |   277.000 |    277.000 |   277.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/397f86409                  |  0.096 |  0.096 |   0.096 |  0.096 |  0.096 |  0.096 |  0.096 |  0.000 |   908.000 |   908.000 |    908.000 |   908.000 |
|     4 |   0 |   3 |   0 |   1 |   0 | GET    | /api/player/player/61f5b979c                  |  0.004 |  0.124 |   0.336 |  0.084 |  0.124 |  0.124 |  0.124 |  0.048 |    39.000 |   680.000 |   2077.000 |   519.250 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/1954c68dc                  |  0.032 |  0.132 |   0.164 |  0.082 |  0.132 |  0.132 |  0.132 |  0.050 |   793.000 |   793.000 |   1586.000 |   793.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/632cb2d9a                  |  0.076 |  0.076 |   0.076 |  0.076 |  0.076 |  0.076 |  0.076 |  0.000 |  1470.000 |  1470.000 |   1470.000 |  1470.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa52955                   |  0.032 |  0.100 |   0.216 |  0.072 |  0.100 |  0.100 |  0.100 |  0.029 |   282.000 |   674.000 |   1238.000 |   412.667 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/2806ad6d4                  |  0.072 |  0.072 |   0.072 |  0.072 |  0.072 |  0.072 |  0.072 |  0.000 |  2062.000 |  2062.000 |   2062.000 |  2062.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/1612ebc18                  |  0.072 |  0.072 |   0.072 |  0.072 |  0.072 |  0.072 |  0.072 |  0.000 |  1025.000 |  1025.000 |   1025.000 |  1025.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/367e235e7                  |  0.072 |  0.072 |   0.072 |  0.072 |  0.072 |  0.072 |  0.072 |  0.000 |  1735.000 |  1735.000 |   1735.000 |  1735.000 |
|     4 |   0 |   3 |   0 |   1 |   0 | GET    | /api/player/player/616e39f7a                  |  0.004 |  0.188 |   0.280 |  0.070 |  0.188 |  0.188 |  0.188 |  0.070 |    39.000 |   989.000 |   3004.000 |   751.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/6057c5c8c                  |  0.068 |  0.068 |   0.068 |  0.068 |  0.068 |  0.068 |  0.068 |  0.000 |  1605.000 |  1605.000 |   1605.000 |  1605.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/62f3a1797                  |  0.064 |  0.072 |   0.136 |  0.068 |  0.072 |  0.072 |  0.072 |  0.004 |   780.000 |   873.000 |   1653.000 |   826.500 |
